account_id,account_age_days,credit_limit,home_country,risk_score,is_high_risk,avg_txn_amount,avg_monthly_txns,has_2fa,account_type,total_transactions,total_amount,avg_amount,max_amount,fraud_count,fraud_amount,pct_foreign,avg_velocity,unique_countries,unique_categories,avg_ip_risk,fraud_rate,is_fraudster
ACC0017037,3647,3886.92,US,26.5,0,41.82,13.0,1,personal,3.0,987.39,329.13,537.34,0.0,0.0,0.33,2.0,2.0,3.0,39.27,0.0,0.0
ACC0017038,2022,2593.65,US,28.1,0,178.07,52.0,1,personal,40.0,5366.71,134.17,690.97,0.0,0.0,0.3,1.12,6.0,11.0,20.01,0.0,0.0
ACC0017039,127,5196.81,US,6.2,0,60.24,28.8,1,personal,21.0,7275.3,346.44,2903.22,1.0,53.38,0.43,0.86,8.0,10.0,28.32,0.047619,1.0
ACC0017040,412,1350.53,US,18.0,0,37.83,5.5,0,personal,2.0,193.03,96.52,156.54,0.0,0.0,0.0,1.0,1.0,2.0,5.7,0.0,0.0
ACC0017041,1750,13206.52,US,13.2,0,87.61,27.3,0,personal,19.0,2230.07,117.37,350.33,0.0,0.0,0.21,1.0,4.0,9.0,22.22,0.0,0.0
ACC0017042,2265,1836.13,US,26.6,0,49.23,6.4,0,personal,7.0,2287.47,326.78,1137.59,0.0,0.0,0.43,0.57,3.0,6.0,27.09,0.0,0.0
ACC0017043,912,6317.22,US,6.9,0,210.74,11.6,1,personal,7.0,1272.94,181.85,697.71,1.0,697.71,0.14,1.43,2.0,6.0,24.9,0.142857,1.0
ACC0017044,1353,6242.87,US,6.8,0,36.21,56.6,1,premium,48.0,9433.06,196.52,2119.36,0.0,0.0,0.27,0.77,10.0,14.0,20.35,0.0,0.0
ACC0017045,2695,8120.87,US,22.5,0,165.79,38.2,0,personal,27.0,3583.29,132.71,622.81,0.0,0.0,0.3,1.07,8.0,10.0,24.69,0.0,0.0
ACC0017046,3532,6029.83,US,18.2,0,68.39,8.8,0,business,8.0,822.02,102.75,359.89,0.0,0.0,0.38,1.5,4.0,4.0,30.95,0.0,0.0
ACC0017047,1807,4925.45,US,17.8,0,60.88,14.5,0,personal,10.0,1134.9,113.49,262.83,0.0,0.0,0.4,1.0,4.0,7.0,20.56,0.0,0.0
ACC0017048,1533,6924.9,US,19.1,0,63.32,9.3,1,personal,9.0,1328.46,147.61,860.63,0.0,0.0,0.11,1.22,2.0,6.0,19.84,0.0,0.0
ACC0017049,1337,9583.05,US,34.4,0,28.48,19.7,1,business,12.0,4488.44,374.04,2832.2,1.0,2832.2,0.08,1.42,2.0,9.0,16.78,0.083333,1.0
ACC0017050,522,20685.02,US,39.6,0,70.47,6.5,1,personal,5.0,472.83,94.57,305.62,0.0,0.0,0.2,1.0,2.0,4.0,14.96,0.0,0.0
ACC0017051,221,2034.46,US,23.0,0,41.52,19.0,1,personal,12.0,1004.59,83.72,373.38,0.0,0.0,0.25,1.17,4.0,6.0,20.98,0.0,0.0
ACC0017052,3049,1128.63,US,19.5,0,92.12,16.8,0,premium,15.0,2877.32,191.82,551.34,0.0,0.0,0.27,1.13,5.0,9.0,24.9,0.0,0.0
ACC0017053,164,1425.8,US,20.4,0,82.38,12.7,0,personal,11.0,2024.47,184.04,872.43,0.0,0.0,0.55,0.82,5.0,6.0,26.81,0.0,0.0
ACC0017054,3001,1152.14,US,33.3,0,168.49,18.4,1,personal,5.0,1856.95,371.39,1301.59,0.0,0.0,0.4,1.0,3.0,5.0,13.2,0.0,0.0
ACC0017055,925,1882.31,US,24.7,0,56.07,27.7,1,personal,18.0,3275.19,181.96,1053.56,0.0,0.0,0.17,0.83,3.0,8.0,14.81,0.0,0.0
ACC0017056,2545,1700.55,US,18.0,0,63.66,4.9,1,personal,6.0,540.15,90.02,185.51,0.0,0.0,0.67,0.33,4.0,5.0,19.95,0.0,0.0
ACC0017057,3474,3522.43,US,35.5,0,76.61,7.3,0,personal,6.0,772.86,128.81,383.59,0.0,0.0,0.0,0.33,1.0,5.0,18.53,0.0,0.0
ACC0017058,2740,9740.99,US,16.0,0,107.14,16.0,1,personal,9.0,1120.79,124.53,681.17,0.0,0.0,0.22,1.56,3.0,7.0,16.3,0.0,0.0
ACC0017059,2670,8112.72,US,38.3,0,67.02,14.9,0,personal,11.0,1556.09,141.46,504.52,0.0,0.0,0.18,1.18,3.0,6.0,24.3,0.0,0.0
ACC0017060,988,2987.57,US,16.7,0,23.84,20.3,0,personal,11.0,2896.37,263.31,1418.71,1.0,101.63,0.36,1.82,5.0,8.0,23.35,0.090909,1.0
ACC0017061,2195,3201.3,US,16.1,0,101.69,8.8,0,personal,7.0,768.54,109.79,225.33,0.0,0.0,0.57,0.43,4.0,6.0,37.1,0.0,0.0
ACC0017062,2354,24553.78,US,47.9,0,47.73,26.9,0,personal,20.0,1728.01,86.4,246.44,0.0,0.0,0.4,1.0,5.0,8.0,22.46,0.0,0.0
ACC0017063,1569,7909.56,US,18.4,0,73.42,38.2,1,personal,37.0,6720.81,181.64,1229.64,1.0,1229.64,0.35,0.95,8.0,11.0,23.62,0.027027,1.0
ACC0017064,167,5642.97,US,23.0,0,35.65,74.0,0,personal,55.0,9713.1,176.6,1114.02,1.0,279.08,0.42,1.04,11.0,12.0,21.87,0.018182,1.0
ACC0017065,3333,5416.48,US,25.8,0,52.35,10.2,1,personal,7.0,2604.19,372.03,1209.6,0.0,0.0,0.0,1.43,1.0,6.0,17.21,0.0,0.0
ACC0017066,742,3899.5,US,38.9,0,54.22,3.2,1,personal,1.0,125.83,125.83,125.83,0.0,0.0,0.0,3.0,1.0,1.0,33.8,0.0,0.0
ACC0017067,3553,24404.2,US,26.0,0,26.95,29.9,0,premium,16.0,2103.87,131.49,298.46,0.0,0.0,0.12,0.94,2.0,7.0,17.39,0.0,0.0
ACC0017068,3404,4222.25,US,6.8,0,186.11,22.0,1,premium,18.0,3672.89,204.05,799.27,1.0,73.79,0.44,1.22,7.0,10.0,23.48,0.055556,1.0
ACC0017069,98,5538.27,US,8.4,0,29.12,17.0,0,business,16.0,2133.28,133.33,736.05,0.0,0.0,0.38,1.06,6.0,8.0,18.52,0.0,0.0
ACC0017070,2706,1314.15,US,17.2,0,146.19,13.6,0,personal,16.0,2269.08,141.82,996.58,1.0,263.19,0.25,1.25,4.0,7.0,21.27,0.0625,1.0
ACC0017071,2325,2953.98,US,13.3,0,110.64,21.6,1,personal,14.0,2038.45,145.6,639.08,0.0,0.0,0.43,1.36,4.0,8.0,23.04,0.0,0.0
ACC0017072,865,3163.47,US,40.6,0,41.38,28.5,0,business,18.0,4285.2,238.07,1372.76,0.0,0.0,0.06,1.0,2.0,7.0,19.02,0.0,0.0
ACC0017073,2972,7252.02,US,26.9,0,67.22,31.4,1,business,29.0,4794.74,165.34,792.02,0.0,0.0,0.21,0.66,7.0,13.0,19.54,0.0,0.0
ACC0017074,433,2643.41,US,28.2,0,43.68,30.5,1,personal,27.0,4496.45,166.54,862.93,0.0,0.0,0.19,1.0,5.0,11.0,15.05,0.0,0.0
ACC0017075,930,5108.44,US,30.1,0,36.54,22.7,1,personal,17.0,4528.21,266.37,1460.04,3.0,1669.56,0.35,1.65,6.0,9.0,30.33,0.176471,1.0
ACC0017076,3465,3025.76,US,23.6,0,32.24,11.1,1,personal,10.0,3572.75,357.28,901.92,1.0,901.92,0.5,1.3,5.0,8.0,24.19,0.1,1.0
ACC0017077,2719,2037.52,US,10.6,0,40.19,13.7,0,premium,13.0,1119.85,86.14,380.55,1.0,7.57,0.15,0.77,3.0,8.0,26.59,0.076923,1.0
ACC0017078,436,1972.32,US,23.3,0,86.24,21.2,1,business,15.0,1620.59,108.04,451.28,0.0,0.0,0.07,0.93,2.0,8.0,14.63,0.0,0.0
ACC0017079,551,4278.18,US,27.6,0,44.55,12.3,1,personal,8.0,1339.4,167.42,361.41,0.0,0.0,0.62,1.12,4.0,5.0,21.81,0.0,0.0
ACC0017080,960,5337.17,US,21.5,0,66.14,8.2,1,personal,3.0,386.17,128.72,257.46,0.0,0.0,0.33,1.0,2.0,2.0,28.23,0.0,0.0
ACC0017081,285,4209.17,US,20.7,0,120.84,64.1,1,personal,61.0,9634.11,157.94,857.71,3.0,1247.75,0.34,1.13,11.0,12.0,24.23,0.04918,1.0
ACC0017082,691,2524.28,US,13.2,0,54.93,16.8,0,premium,7.0,522.32,74.62,139.69,0.0,0.0,0.0,0.43,1.0,4.0,13.59,0.0,0.0
ACC0017083,2099,4401.92,US,33.0,0,212.69,58.6,0,business,48.0,9967.03,207.65,1177.43,0.0,0.0,0.31,0.83,9.0,14.0,19.46,0.0,0.0
ACC0017084,57,3796.48,US,25.7,0,64.85,8.5,1,business,12.0,2903.04,241.92,1805.39,0.0,0.0,0.25,0.67,4.0,7.0,14.63,0.0,0.0
ACC0017085,1070,2135.61,US,32.4,0,33.98,7.6,0,personal,8.0,573.42,71.68,196.29,0.0,0.0,0.12,1.0,2.0,5.0,26.54,0.0,0.0
ACC0017086,1167,5252.54,US,32.5,0,121.67,67.2,1,business,42.0,5335.92,127.05,1149.87,0.0,0.0,0.38,0.9,10.0,12.0,20.95,0.0,0.0
ACC0017087,3544,20915.83,US,16.0,0,105.54,28.5,1,business,20.0,4816.53,240.83,1017.46,0.0,0.0,0.25,1.15,5.0,9.0,18.29,0.0,0.0
ACC0017088,3556,4360.46,US,9.4,0,230.34,11.5,1,personal,10.0,1626.64,162.66,934.84,0.0,0.0,0.3,0.8,4.0,5.0,26.27,0.0,0.0
ACC0017089,3090,1527.11,US,18.1,0,73.79,16.0,0,premium,8.0,3307.04,413.38,2286.15,0.0,0.0,0.12,1.38,2.0,6.0,18.09,0.0,0.0
ACC0017090,1267,15912.11,US,18.3,0,58.14,2.3,0,premium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACC0017091,1938,13436.06,US,25.7,0,42.35,21.3,0,personal,19.0,2177.72,114.62,722.36,0.0,0.0,0.37,0.95,7.0,9.0,20.6,0.0,0.0
ACC0017092,1855,15460.16,US,9.2,0,39.34,5.6,1,premium,1.0,180.82,180.82,180.82,0.0,0.0,0.0,1.0,1.0,1.0,2.7,0.0,0.0
ACC0017093,3143,4751.55,US,12.5,0,73.41,13.8,0,personal,18.0,5025.59,279.2,1040.72,0.0,0.0,0.28,0.72,5.0,10.0,16.7,0.0,0.0
ACC0017094,2730,2625.84,US,12.0,0,26.75,8.5,1,premium,2.0,404.4,202.2,362.67,0.0,0.0,0.0,0.5,1.0,2.0,19.6,0.0,0.0
ACC0017095,3311,2405.66,US,6.4,0,72.39,113.0,1,business,88.0,20143.36,228.9,1768.28,1.0,701.11,0.33,1.18,9.0,13.0,20.59,0.011364,1.0
ACC0017096,2024,12246.3,US,36.9,0,57.83,16.7,1,premium,16.0,2308.46,144.28,952.58,0.0,0.0,0.12,0.75,3.0,10.0,22.22,0.0,0.0
ACC0017097,3357,17759.98,US,13.5,0,37.93,12.8,0,business,13.0,2201.84,169.37,748.31,0.0,0.0,0.31,0.77,4.0,8.0,16.97,0.0,0.0
ACC0017098,2721,2353.6,US,34.3,0,76.36,76.9,1,personal,65.0,15999.4,246.14,1433.7,3.0,904.76,0.26,1.25,11.0,14.0,22.7,0.046154,1.0
ACC0017099,2704,654.53,US,9.2,0,251.17,76.0,1,personal,52.0,6253.71,120.26,601.55,0.0,0.0,0.31,1.0,9.0,11.0,23.25,0.0,0.0
ACC0017100,2425,4845.33,US,54.9,0,129.67,27.3,1,business,27.0,3977.82,147.33,657.49,0.0,0.0,0.52,0.7,9.0,12.0,20.02,0.0,0.0
ACC0017101,1245,2384.14,US,34.0,0,99.85,25.9,1,personal,21.0,4219.66,200.94,632.75,0.0,0.0,0.33,0.57,7.0,10.0,26.0,0.0,0.0
ACC0017102,2232,2791.09,US,29.8,0,96.8,15.2,1,personal,7.0,649.32,92.76,199.15,0.0,0.0,0.14,0.86,2.0,5.0,17.41,0.0,0.0
ACC0017103,1320,4061.98,US,15.2,0,49.61,42.3,0,personal,29.0,6645.88,229.17,874.37,3.0,837.72,0.28,1.48,6.0,11.0,23.47,0.103448,1.0
ACC0017104,2381,6821.94,US,28.2,0,96.79,180.6,1,personal,123.0,25681.74,208.79,1868.17,6.0,4761.1,0.32,1.11,11.0,14.0,24.46,0.04878,1.0
ACC0017105,952,2631.29,US,17.5,0,63.16,67.5,0,personal,67.0,10687.68,159.52,1054.58,0.0,0.0,0.4,0.99,10.0,13.0,24.49,0.0,0.0
ACC0017106,2922,5480.0,US,15.5,0,91.21,20.1,1,personal,15.0,2273.07,151.54,568.45,1.0,486.53,0.2,1.47,4.0,10.0,27.19,0.066667,1.0
ACC0017107,2098,4442.96,US,15.7,0,77.69,15.0,1,personal,11.0,2544.76,231.34,1605.71,0.0,0.0,0.36,0.82,4.0,7.0,19.28,0.0,0.0
ACC0017108,2600,777.22,US,11.1,0,34.1,15.1,1,personal,12.0,2030.56,169.21,1493.74,0.0,0.0,0.17,0.83,3.0,5.0,19.2,0.0,0.0
ACC0017109,832,7600.58,US,18.6,0,49.4,11.9,0,personal,16.0,2810.25,175.64,1057.93,2.0,297.52,0.19,1.5,4.0,8.0,26.28,0.125,1.0
ACC0017110,2896,3426.16,US,22.1,0,29.91,79.7,0,personal,66.0,10739.14,162.71,1004.93,3.0,1283.94,0.33,1.17,10.0,13.0,23.35,0.045455,1.0
ACC0017111,2935,1788.1,US,18.4,0,42.76,28.4,1,personal,21.0,2750.28,130.97,526.47,0.0,0.0,0.24,1.0,6.0,9.0,24.11,0.0,0.0
ACC0017112,557,2749.57,US,10.8,0,63.29,18.8,0,personal,16.0,1491.13,93.2,329.74,0.0,0.0,0.5,0.81,6.0,8.0,24.09,0.0,0.0
ACC0017113,1297,5781.23,US,2.6,0,92.4,31.2,1,personal,16.0,1731.49,108.22,194.99,0.0,0.0,0.19,0.44,4.0,11.0,20.21,0.0,0.0
ACC0017114,2483,5099.95,US,7.8,0,48.07,17.5,1,personal,8.0,1168.67,146.08,673.13,1.0,173.79,0.38,1.25,4.0,5.0,25.8,0.125,1.0
ACC0017115,3192,8230.04,US,23.4,0,45.86,16.5,1,business,14.0,3770.57,269.33,1604.03,1.0,1604.03,0.36,1.21,5.0,7.0,30.01,0.071429,1.0
ACC0017116,2698,6969.28,US,16.1,0,140.65,28.8,0,personal,13.0,4478.35,344.49,1670.3,2.0,2780.84,0.23,1.77,4.0,8.0,25.06,0.153846,1.0
ACC0017117,1737,1925.07,US,21.6,0,10.23,12.8,1,personal,11.0,2767.32,251.57,1334.76,0.0,0.0,0.27,0.91,4.0,8.0,18.3,0.0,0.0
ACC0017118,1115,500.0,US,9.0,0,50.69,23.1,0,personal,20.0,2746.28,137.31,891.35,0.0,0.0,0.5,1.1,7.0,11.0,25.61,0.0,0.0
ACC0017119,3324,5413.9,US,46.5,0,57.46,87.0,1,personal,80.0,13190.25,164.88,1141.37,0.0,0.0,0.41,1.01,11.0,12.0,23.15,0.0,0.0
ACC0017120,3195,8141.75,US,23.4,0,67.04,15.2,0,personal,12.0,2238.4,186.53,831.43,0.0,0.0,0.42,0.75,5.0,9.0,21.78,0.0,0.0
ACC0017121,3276,4179.91,US,5.2,0,63.4,20.4,1,personal,16.0,3423.67,213.98,1929.97,0.0,0.0,0.12,1.06,3.0,9.0,23.57,0.0,0.0
ACC0017122,1133,8337.21,US,7.2,0,125.07,11.4,0,business,12.0,2683.1,223.59,965.74,0.0,0.0,0.25,1.17,4.0,8.0,29.16,0.0,0.0
ACC0017123,1609,2205.45,US,63.3,0,36.64,22.8,0,personal,20.0,7060.54,353.03,2694.13,0.0,0.0,0.5,1.15,6.0,10.0,19.04,0.0,0.0
ACC0017124,912,3726.35,US,24.0,0,75.15,4.0,1,business,3.0,151.05,50.35,65.11,0.0,0.0,0.33,2.0,2.0,3.0,29.97,0.0,0.0
ACC0017125,3485,2353.22,US,8.8,0,47.41,10.2,1,personal,5.0,389.32,77.86,166.17,0.0,0.0,0.4,1.0,3.0,4.0,16.82,0.0,0.0
ACC0017126,3168,8585.57,US,14.3,0,66.85,62.0,0,personal,55.0,11696.05,212.66,1280.45,0.0,0.0,0.27,1.04,8.0,13.0,20.81,0.0,0.0
ACC0017127,657,2372.45,US,11.6,0,45.38,41.0,1,personal,27.0,4364.89,161.66,977.76,0.0,0.0,0.26,1.26,6.0,12.0,23.34,0.0,0.0
ACC0017128,924,25536.89,US,28.0,0,48.83,32.5,0,personal,24.0,6452.44,268.85,1730.04,1.0,786.88,0.29,0.96,6.0,9.0,25.97,0.041667,1.0
ACC0017129,2028,3289.22,US,37.4,0,40.06,29.1,0,business,24.0,4578.35,190.76,826.04,0.0,0.0,0.21,0.96,6.0,11.0,20.91,0.0,0.0
ACC0017130,1534,9307.21,US,22.9,0,42.97,14.7,0,personal,14.0,4061.18,290.08,1197.96,0.0,0.0,0.14,1.21,3.0,10.0,16.04,0.0,0.0
ACC0017131,1694,3323.2,US,8.9,0,34.58,14.2,0,personal,13.0,1235.36,95.03,364.52,0.0,0.0,0.23,0.85,4.0,8.0,12.48,0.0,0.0
ACC0017132,1361,14329.81,US,22.4,0,50.82,24.6,1,premium,17.0,3135.95,184.47,631.85,1.0,277.57,0.06,1.59,2.0,12.0,12.95,0.058824,1.0
ACC0017133,2469,13899.49,US,12.5,0,35.21,10.9,1,personal,7.0,1050.04,150.01,408.16,0.0,0.0,0.29,1.43,3.0,5.0,26.31,0.0,0.0
ACC0017134,3280,3793.28,US,12.9,0,78.22,14.0,1,personal,6.0,337.47,56.24,78.23,0.0,0.0,0.17,1.0,2.0,3.0,25.12,0.0,0.0
ACC0017135,3350,6122.71,US,18.3,0,61.56,31.0,0,personal,26.0,5118.98,196.88,917.24,0.0,0.0,0.19,0.81,4.0,11.0,20.35,0.0,0.0
ACC0017136,1677,13618.25,US,29.5,0,80.17,11.5,0,personal,4.0,304.17,76.04,142.63,0.0,0.0,0.25,0.5,2.0,3.0,14.88,0.0,0.0
ACC0017137,3026,6269.58,US,13.1,0,43.24,12.2,0,premium,12.0,1295.84,107.99,317.23,0.0,0.0,0.33,1.08,3.0,7.0,21.63,0.0,0.0
ACC0017138,2543,2352.94,US,17.2,0,58.57,37.8,1,business,29.0,5975.84,206.06,1058.81,2.0,977.39,0.45,1.0,7.0,11.0,23.81,0.068966,1.0
ACC0017139,742,5198.12,US,17.6,0,36.67,20.7,0,business,10.0,1407.04,140.7,611.87,0.0,0.0,0.2,1.4,3.0,8.0,21.28,0.0,0.0
ACC0017140,2904,2701.12,US,21.3,0,128.34,29.5,1,business,19.0,1431.71,75.35,310.62,0.0,0.0,0.26,0.84,4.0,8.0,15.29,0.0,0.0
ACC0017141,1298,5545.8,US,20.0,0,79.05,32.8,1,personal,19.0,2428.85,127.83,1090.49,0.0,0.0,0.42,0.95,8.0,9.0,19.67,0.0,0.0
ACC0017142,2303,2617.62,US,19.2,0,256.84,5.8,1,business,8.0,2442.12,305.26,1809.18,0.0,0.0,0.25,0.75,3.0,6.0,23.14,0.0,0.0
ACC0017143,2638,6622.61,US,34.2,0,68.79,9.4,1,personal,7.0,710.56,101.51,184.91,0.0,0.0,0.14,1.29,2.0,4.0,18.54,0.0,0.0
ACC0017144,3446,1174.93,US,15.1,0,85.01,25.9,1,personal,25.0,4212.34,168.49,815.65,0.0,0.0,0.36,1.12,6.0,11.0,25.02,0.0,0.0
ACC0017145,3462,2003.03,US,22.9,0,93.33,29.5,0,personal,22.0,2766.41,125.75,820.39,0.0,0.0,0.41,1.27,7.0,10.0,26.41,0.0,0.0
ACC0017146,2935,2605.61,US,12.6,0,70.39,8.3,0,personal,5.0,342.61,68.52,165.53,0.0,0.0,0.2,2.2,2.0,5.0,15.2,0.0,0.0
ACC0017147,1861,4323.54,US,27.9,0,30.94,29.4,0,personal,13.0,1664.45,128.03,751.44,0.0,0.0,0.31,1.0,4.0,10.0,17.77,0.0,0.0
ACC0017148,1478,1466.06,US,33.0,0,158.24,8.5,1,personal,12.0,3254.2,271.18,1319.59,2.0,1017.0,0.17,1.83,3.0,7.0,19.1,0.166667,1.0
ACC0017149,1627,2424.15,US,28.4,0,49.28,8.4,0,personal,11.0,1222.0,111.09,401.83,0.0,0.0,0.36,1.45,4.0,7.0,20.42,0.0,0.0
ACC0017150,3471,9159.04,US,21.3,0,53.93,16.8,1,personal,13.0,2614.6,201.12,1135.57,0.0,0.0,0.15,1.0,3.0,8.0,20.69,0.0,0.0
ACC0017151,772,10074.19,US,10.9,0,32.54,15.6,1,personal,8.0,2374.03,296.75,1601.95,0.0,0.0,0.25,0.75,3.0,7.0,19.64,0.0,0.0
ACC0017152,1928,647.49,US,35.9,0,141.48,18.5,0,personal,14.0,3602.36,257.31,894.89,0.0,0.0,0.21,1.14,4.0,10.0,19.79,0.0,0.0
ACC0017153,2490,3073.6,US,21.2,0,138.51,12.7,0,personal,6.0,606.57,101.1,236.6,0.0,0.0,0.17,0.83,2.0,5.0,24.77,0.0,0.0
ACC0017154,111,13627.82,US,26.4,0,51.89,50.0,1,personal,45.0,9566.17,212.58,918.24,0.0,0.0,0.29,1.16,9.0,13.0,22.53,0.0,0.0
ACC0017155,2328,6693.09,US,14.0,0,73.6,27.6,0,business,17.0,1617.52,95.15,515.36,0.0,0.0,0.47,0.71,6.0,8.0,29.76,0.0,0.0
ACC0017156,971,6808.17,US,38.9,0,187.91,6.7,0,business,7.0,1110.15,158.59,716.69,0.0,0.0,0.14,0.71,2.0,7.0,18.43,0.0,0.0
ACC0017157,1045,7718.06,US,8.8,0,39.77,43.9,1,personal,29.0,5991.48,206.6,1347.47,1.0,389.15,0.28,1.14,6.0,12.0,22.07,0.034483,1.0
ACC0017158,2280,2282.11,US,34.2,0,42.43,8.6,0,premium,9.0,2337.14,259.68,1027.04,0.0,0.0,0.33,1.0,4.0,7.0,24.69,0.0,0.0
ACC0017159,62,5832.64,US,17.4,0,45.11,29.3,1,premium,28.0,4419.43,157.84,760.01,0.0,0.0,0.21,0.89,6.0,11.0,15.11,0.0,0.0
ACC0017160,597,7168.04,US,19.7,0,113.07,16.2,1,premium,11.0,1676.41,152.4,947.43,0.0,0.0,0.45,1.27,5.0,8.0,26.05,0.0,0.0
ACC0017161,1676,5354.35,US,8.0,0,207.45,17.2,1,premium,14.0,5401.11,385.79,1319.55,0.0,0.0,0.0,1.36,1.0,9.0,18.11,0.0,0.0
ACC0017162,2144,3587.08,US,23.2,0,90.42,26.1,1,personal,24.0,3521.54,146.73,1813.04,0.0,0.0,0.33,1.12,7.0,10.0,19.93,0.0,0.0
ACC0017163,425,4729.29,US,9.8,0,69.33,4.1,0,personal,3.0,1286.07,428.69,1194.12,0.0,0.0,0.67,0.67,3.0,2.0,27.7,0.0,0.0
ACC0017164,1338,1974.13,US,16.4,0,53.59,6.4,0,business,2.0,174.68,87.34,89.65,0.0,0.0,0.5,1.5,2.0,1.0,23.65,0.0,0.0
ACC0017165,1143,8033.1,US,30.1,0,72.56,33.1,1,business,30.0,4457.86,148.6,1456.81,0.0,0.0,0.17,0.93,6.0,11.0,20.43,0.0,0.0
ACC0017166,1964,1558.89,US,20.3,0,34.02,13.4,1,personal,12.0,1067.61,88.97,193.1,0.0,0.0,0.08,1.33,2.0,9.0,14.07,0.0,0.0
ACC0017167,1118,2558.03,US,32.1,0,59.73,11.5,0,personal,9.0,1494.62,166.07,959.77,0.0,0.0,0.56,1.0,5.0,5.0,19.43,0.0,0.0
ACC0017168,36,8479.68,US,16.3,0,118.97,23.7,1,premium,26.0,3141.33,120.82,523.42,0.0,0.0,0.38,0.88,6.0,9.0,24.07,0.0,0.0
ACC0017169,1948,6199.38,US,23.4,0,65.65,62.0,0,business,51.0,9526.3,186.79,1191.56,4.0,1436.13,0.27,1.18,10.0,13.0,20.85,0.078431,1.0
ACC0017170,3101,3336.51,US,13.2,0,106.68,12.3,1,personal,2.0,178.72,89.36,95.09,0.0,0.0,0.0,1.0,1.0,2.0,7.0,0.0,0.0
ACC0017171,2146,1248.91,US,21.9,0,22.82,26.4,1,personal,21.0,2547.15,121.29,590.37,1.0,590.37,0.33,1.1,6.0,10.0,22.73,0.047619,1.0
ACC0017172,1340,4736.69,US,6.5,0,28.75,15.9,0,personal,8.0,1225.07,153.13,392.55,0.0,0.0,0.5,1.0,3.0,5.0,28.18,0.0,0.0
ACC0017173,1776,2968.64,US,35.8,0,39.37,36.5,1,business,37.0,6111.75,165.18,1486.8,0.0,0.0,0.24,0.59,5.0,13.0,19.64,0.0,0.0
ACC0017174,537,7218.0,US,5.3,0,74.34,12.4,0,business,7.0,424.26,60.61,105.32,0.0,0.0,0.14,0.86,2.0,6.0,24.43,0.0,0.0
ACC0017175,886,3250.94,US,42.9,0,233.53,12.9,1,personal,9.0,1368.0,152.0,584.31,0.0,0.0,0.33,1.11,3.0,6.0,19.76,0.0,0.0
ACC0017176,1615,1211.32,US,7.0,0,24.49,12.4,0,personal,11.0,1629.63,148.15,498.96,0.0,0.0,0.09,1.55,2.0,6.0,19.41,0.0,0.0
ACC0017177,2174,1624.6,US,25.5,0,269.08,11.5,1,personal,7.0,814.56,116.37,488.32,0.0,0.0,0.14,0.86,2.0,4.0,25.57,0.0,0.0
ACC0017178,1789,3492.61,US,9.0,0,38.11,18.0,1,personal,15.0,4893.16,326.21,2228.29,1.0,148.04,0.13,1.33,3.0,9.0,17.76,0.066667,1.0
ACC0017179,3515,5361.58,US,12.5,0,57.44,11.9,1,personal,16.0,1199.63,74.98,244.26,0.0,0.0,0.5,0.94,7.0,8.0,29.68,0.0,0.0
ACC0017180,2337,1936.99,US,25.6,0,139.99,7.5,1,personal,2.0,49.46,24.73,27.22,0.0,0.0,0.0,0.0,1.0,2.0,18.5,0.0,0.0
ACC0017181,113,2679.03,US,19.9,0,45.91,10.1,1,premium,13.0,1890.94,145.46,847.56,0.0,0.0,0.54,0.62,6.0,8.0,16.42,0.0,0.0
ACC0017182,1928,9264.81,US,27.3,0,86.56,27.8,0,premium,24.0,2603.27,108.47,639.2,0.0,0.0,0.46,0.79,7.0,9.0,27.2,0.0,0.0
ACC0017183,2139,11940.79,US,5.1,0,215.9,6.9,0,personal,8.0,1030.08,128.76,539.45,0.0,0.0,0.38,0.88,4.0,5.0,21.88,0.0,0.0
ACC0017184,187,6133.57,US,13.3,0,84.08,11.2,1,personal,12.0,4453.56,371.13,1917.87,0.0,0.0,0.33,0.75,5.0,10.0,28.37,0.0,0.0
ACC0017185,1423,3912.65,US,24.7,0,45.72,9.9,1,business,9.0,2310.59,256.73,1008.14,0.0,0.0,0.44,1.11,5.0,7.0,27.82,0.0,0.0
ACC0017186,3184,2989.52,US,16.7,0,172.15,26.3,1,business,23.0,2347.22,102.05,492.02,0.0,0.0,0.35,0.74,6.0,9.0,24.0,0.0,0.0
ACC0017187,1321,7565.69,US,28.7,0,116.23,12.1,1,business,5.0,1167.96,233.59,471.13,0.0,0.0,0.8,1.2,5.0,3.0,20.1,0.0,0.0
ACC0017188,1682,3815.8,US,30.8,0,95.54,8.6,0,personal,7.0,2212.19,316.03,1396.38,0.0,0.0,0.14,0.57,2.0,6.0,14.69,0.0,0.0
ACC0017189,830,10260.96,US,22.9,0,51.32,47.2,1,personal,41.0,5473.02,133.49,777.08,0.0,0.0,0.15,0.88,6.0,11.0,18.62,0.0,0.0
ACC0017190,308,10701.59,US,8.8,0,89.58,5.5,0,personal,9.0,1465.29,162.81,731.2,0.0,0.0,0.33,0.89,4.0,7.0,22.33,0.0,0.0
ACC0017191,1181,6823.05,US,3.5,0,106.5,53.2,1,personal,42.0,10255.01,244.17,1934.01,0.0,0.0,0.31,1.05,10.0,11.0,23.38,0.0,0.0
